state	sex	pop2000	age	pop2008 
California	M	235718	22	271345
California	M	239698	23	277993
California	M	240655	24	278703
California	M	250964	25	290319
California	M	245324	26	284859
California	M	251413	27	278270
California	M	260869	28	275989
California	M	276142	29	267622
California	M	293816	30	264250
California	M	273159	31	260297
California	M	268484	32	258622
California	M	263472	33	264805
California	M	269607	34	257167
California	M	286895	35	258728
California	M	284414	36	266394
California	M	280861	37	276500
California	M	281214	38	292730
California	M	278802	39	271720
California	M	290332	40	265786
California	M	267684	41	260739
California	M	268045	42	263120
California	M	261885	43	280827
California	M	252175	44	278186
California	M	255340	45	272385
California	M	239126	46	273260
California	M	229057	47	268194
California	M	219293	48	279872
California	M	214700	49	257097
California	M	219017	50	257627
California	M	203068	51	250421
California	M	200466	52	238539
California	M	207237	53	242364
California	M	160674	54	225520
California	M	158483	55	214785
California	M	150235	56	204127
California	M	150046	57	197302
California	M	133017	58	200865
California	M	124106	59	183657
California	M	121984	60	179020
California	M	114331	61	187556
California	M	110491	62	141107
California	M	102859	63	138822
California	M	99345	64	129805
California	M	100052	65	130427
California	M	91053	66	114959
California	M	89634	67	107496
California	M	88258	68	105982
California	M	87840	69	98304
California	M	88575	70	95103
California	M	80843	71	87180
California	M	79376	72	83532
California	M	76365	73	83449
California	M	73697	74	73806
California	M	72885	75	71553
California	M	69738	76	68625
California	M	65865	77	66463
California	M	62867	78	66378
California	M	58012	79	57916
California	M	51806	80	55332
California	M	43254	81	51309
California	M	40083	82	47297
California	M	34144	83	44749
California	M	30384	84	40997
California	M	136442	85	212175
California	F	239605	0	274356
California	F	236543	1	269140
California	F	240010	2	262556
California	F	245739	3	259061
California	F	254522	4	255544
California	F	260264	5	253899
California	F	261296	6	247677
California	F	264083	7	250117
California	F	270447	8	233293
California	F	271482	9	231261
California	F	270567	10	235225
California	F	256656	11	240906
California	F	249887	12	249456
California	F	242724	13	255296
California	F	240752	14	256673
California	F	240170	15	259496
California	F	233186	16	266794
California	F	235767	17	269445
California	F	234949	18	285759
California	F	233477	19	264961
California	F	233532	20	257736
California	F	223990	21	254077
California	F	222035	22	258806
California	F	227742	23	264302
California	F	228401	24	260631
California	F	238602	25	270307
California	F	233133	26	256956
California	F	240008	27	254407
California	F	249185	28	255369
California	F	266010	29	246907
California	F	278894	30	242518
California	F	260916	31	243900
California	F	256168	32	238842
California	F	252784	33	248358
California	F	256283	34	242423
California	F	276234	35	247199
California	F	277592	36	253087
California	F	276277	37	266187
California	F	275129	38	278712
California	F	276094	39	260644
California	F	283554	40	256169
California	F	265614	41	251496
California	F	265895	42	253487
California	F	263355	43	270406
California	F	255016	44	273711
California	F	256779	45	270948
California	F	244172	46	268760
California	F	236211	47	268222
California	F	226391	48	277301
California	F	221928	49	258824
California	F	225414	50	256885
California	F	212545	51	255334
California	F	208500	52	245397
California	F	215228	53	246432
California	F	168388	54	233568
California	F	166675	55	224738
California	F	158368	56	213252
California	F	160423	57	207277
California	F	142287	58	210606
California	F	133235	59	196810
California	F	132033	60	190184
California	F	123328	61	199411
California	F	120982	62	152835
California	F	114959	63	151873
California	F	111942	64	142860
California	F	113547	65	146439
California	F	104910	66	130401
California	F	103883	67	122043
California	F	102061	68	121648
California	F	103181	69	113405
California	F	106514	70	111154
California	F	99453	71	104695
California	F	100574	72	101407
California	F	99772	73	102268
California	F	99390	74	92902
California	F	99277	75	91037
California	F	95046	76	88027
California	F	90193	77	87038
California	F	86911	78	89363
California	F	81990	79	80715
California	F	75849	80	79785
California	F	65410	81	76815
California	F	61518	82	74131
California	F	54748	83	71991
California	F	50746	84	65912
California	F	294583	85	400288
Connecticut	M	22080	0	21688
Connecticut	M	22666	1	21680
Connecticut	M	22335	2	21456
Connecticut	M	23345	3	21250
Connecticut	M	23654	4	22008
Connecticut	M	23968	5	22168
Connecticut	M	24516	6	22191
Connecticut	M	24964	7	22438
Connecticut	M	25092	8	22419
Connecticut	M	25917	9	23088
Connecticut	M	26443	10	22640
Connecticut	M	25284	11	23636
Connecticut	M	24683	12	23987
Connecticut	M	23937	13	24202
Connecticut	M	23804	14	24750
Connecticut	M	23399	15	25218
Connecticut	M	22742	16	25185
Connecticut	M	22271	17	25728
Connecticut	M	21808	18	26763
Connecticut	M	20733	19	24558
Connecticut	M	20425	20	23936
Connecticut	M	19439	21	23353
Connecticut	M	18245	22	22537
Connecticut	M	18021	23	21798
Connecticut	M	17607	24	21197
Connecticut	M	18410	25	21679
Connecticut	M	17725	26	21071
Connecticut	M	18580	27	20004
Connecticut	M	20566	28	20575
Connecticut	M	22475	29	19457
North Carolina	F	55187	52	65778
North Carolina	F	58031	53	65269
North Carolina	F	43844	54	64155
North Carolina	F	43716	55	61740
North Carolina	F	43340	56	60875
North Carolina	F	44844	57	59157
North Carolina	F	40133	58	58824
North Carolina	F	37290	59	58067
North Carolina	F	36281	60	58555
North Carolina	F	34851	61	60193
North Carolina	F	34769	62	45868
North Carolina	F	32951	63	45471
North Carolina	F	33398	64	44969
North Carolina	F	33528	65	45463
North Carolina	F	30407	66	39823
North Carolina	F	30955	67	36295
North Carolina	F	30006	68	34813
North Carolina	F	29030	69	32906
North Carolina	F	29886	70	32300
North Carolina	F	29275	71	30015
North Carolina	F	28897	72	29907
North Carolina	F	27852	73	29591
North Carolina	F	26442	74	26361
North Carolina	F	26798	75	26732
North Carolina	F	25909	76	25595
North Carolina	F	23893	77	24285
North Carolina	F	23591	78	24526
North Carolina	F	21988	79	23303
North Carolina	F	20656	80	22712
North Carolina	F	17945	81	21341
North Carolina	F	16773	82	19467
North Carolina	F	15190	83	19011
North Carolina	F	14091	84	17894
North Carolina	F	78872	85	102980
Ohio	M	76427	0	78012
Ohio	M	75867	1	77502
Ohio	M	76503	2	75206
Ohio	M	76428	3	74289
Ohio	M	79291	4	75660
Ohio	M	79656	5	74783
Ohio	M	80695	6	74267
Ohio	M	82950	7	77120
Ohio	M	84848	8	75469
Ohio	M	86384	9	74851
Ohio	M	87802	10	75610
Ohio	M	85409	11	75418
Ohio	M	84577	12	78390
Ohio	M	83317	13	78680
Ohio	M	84733	14	79676
Ohio	M	85132	15	81881
Ohio	M	82323	16	83622
Ohio	M	84021	17	84995
Ohio	M	83418	18	81941
Ohio	M	82344	19	81527
Ohio	M	80387	20	79183
Ohio	M	76104	21	78418
Ohio	M	71597	22	77321
Ohio	M	69919	23	77231
Ohio	M	67401	24	73044
Ohio	M	70078	25	74221
Ohio	M	67630	26	78837
Ohio	M	69804	27	79268
Ohio	M	74882	28	80016
Ohio	M	79950	29	74817
Ohio	M	81229	30	71576
Ohio	M	77543	31	68585
Ohio	M	75614	32	66717
Ohio	M	76327	33	69775
Ohio	M	78135	34	66427
Ohio	M	83619	35	68519
Ohio	M	85710	36	73082
Ohio	M	85573	37	78101
Ohio	M	87564	38	79362
Ohio	M	89617	39	76331
Ohio	M	91880	40	74493
Ohio	M	91045	41	75178
Ohio	M	92169	42	77153
Ohio	M	91416	43	82544
Ohio	M	87501	44	85153
Ohio	M	88795	45	84517
Ohio	M	84083	46	86113
Ohio	M	81983	47	87441
Ohio	M	80493	48	89290
Ohio	M	77424	49	87871
Ohio	M	77115	50	88754
Ohio	M	75193	51	87555
Ohio	M	74263	52	83033
Ohio	M	79151	53	84072
Ohio	M	55349	54	79566
Ohio	M	54219	55	76972
Ohio	M	54312	56	75149
Ohio	M	58822	57	71828
Ohio	M	52425	58	70550
Ohio	M	47668	59	68333
Ohio	M	45659	60	66644
Ohio	M	44606	61	72051
Ohio	M	43978	62	48586
Ohio	M	41186	63	47479
Ohio	M	40040	64	46442
Ohio	M	39734	65	50448
Ohio	M	35636	66	44485
Ohio	M	35842	67	39709
Ohio	M	35950	68	37595
Ohio	M	36049	69	36316
Ohio	M	36027	70	35760
Ohio	M	34284	71	32859
Ohio	M	34223	72	31648
Ohio	M	33397	73	30988
Ohio	M	31020	74	27024
Ohio	M	29923	75	26257
Ohio	M	28155	76	25750
Ohio	M	25913	77	24917
Ohio	M	24394	78	24292
Ohio	M	22241	79	22052
Ohio	M	19804	80	21315
Ohio	M	17168	81	20144
Ohio	M	15905	82	17679
Ohio	M	13360	83	16343
Ohio	M	11708	84	14690
Ohio	M	48878	85	69614
Ohio	F	73291	0	74569
Ohio	F	73311	1	73721
Ohio	F	73750	2	72238
Ohio	F	73372	3	70799
Ohio	F	75429	4	71754
Ohio	F	76402	5	70950
Ohio	F	77460	6	71012
Ohio	F	79489	7	73812
Ohio	F	80971	8	72320
Ohio	F	82597	9	72384
Ohio	F	83298	10	72987
Ohio	F	81262	11	72406
Ohio	F	79795	12	74570
Ohio	F	79617	13	75463
Ohio	F	79980	14	76470
Ohio	F	80977	15	78484
Ohio	F	78206	16	79823
Ohio	F	80039	17	81184
Ohio	F	80222	18	78028
Ohio	F	81602	19	77623
Ohio	F	81288	20	77792
Ohio	F	76504	21	76535
Ohio	F	72244	22	75826
Ohio	F	69811	23	75050
Ohio	F	67746	24	70881
Ohio	F	70357	25	71850
Ohio	F	68012	26	76383
Ohio	F	70397	27	81963
Ohio	F	75588	28	78979
Ohio	F	81446	29	76118
Ohio	F	81469	30	70449
Ohio	F	78037	31	68591
Ohio	F	76005	32	67485
Ohio	F	77364	33	69963
Ohio	F	79998	34	67768
Ohio	F	85861	35	69550
Ohio	F	87665	36	75061
Ohio	F	88454	37	80216
Ohio	F	90129	38	80258
Ohio	F	93317	39	76892
Ohio	F	94474	40	75062
Ohio	F	93832	41	76113
Ohio	F	95306	42	78384
Ohio	F	93933	43	84721
Ohio	F	90427	44	86285
Ohio	F	90627	45	87363
Ohio	F	87057	46	88136
Ohio	F	84625	47	91408
Ohio	F	82594	48	92120
Ohio	F	80969	49	91530
Ohio	F	80293	50	93016
Ohio	F	78369	51	91020
Ohio	F	78372	52	87236
Ohio	F	82439	53	86973
Ohio	F	57556	54	83323
Ohio	F	57733	55	80443
Ohio	F	58227	56	77950
Ohio	F	63460	57	76058
Ohio	F	56839	58	74992
Ohio	F	52540	59	72539
Ohio	F	50863	60	72002
Ohio	F	49884	61	77114
Ohio	F	49500	62	52285
Ohio	F	46133	63	52611
Ohio	F	45506	64	52557
Ohio	F	46398	65	57333
Ohio	F	41887	66	50834
Ohio	F	42693	67	46649
Ohio	F	43463	68	44906
Ohio	F	43742	69	43577
Ohio	F	44807	70	43398
Ohio	F	43230	71	39984
Ohio	F	44371	72	39061
Ohio	F	43215	73	39540
Ohio	F	42186	74	35080
Ohio	F	42525	75	35343
Ohio	F	41163	76	35203
Ohio	F	38424	77	34509
Ohio	F	37809	78	35097
Ohio	F	35344	79	32750
Ohio	F	32812	80	32824
Ohio	F	29383	81	31080
Ohio	F	28105	82	29410
Ohio	F	25229	83	28704
Ohio	F	23267	84	26635
Ohio	F	129643	85	159035
Rhode Island	M	6267	0	6464
Rhode Island	M	6420	1	6290
Rhode Island	M	6614	2	6077
Rhode Island	M	6581	3	5885
Rhode Island	M	6740	4	6410
Rhode Island	M	7030	5	6173
Rhode Island	M	7163	6	6159
Rhode Island	M	7356	7	6283
Rhode Island	M	7537	8	6103
Rhode Island	M	7702	9	6163
Rhode Island	M	7854	10	6421
Rhode Island	M	7523	11	6411
Rhode Island	M	7256	12	6557
Rhode Island	M	7234	13	6791
Rhode Island	M	7060	14	6912
Rhode Island	M	7108	15	7094
Rhode Island	M	6947	16	7290
Rhode Island	M	6940	17	7486
Rhode Island	M	8195	18	9187
Rhode Island	M	9023	19	9044
Rhode Island	M	8540	20	8913
Rhode Island	M	7883	21	8505
Rhode Island	M	6987	22	7324
Rhode Island	M	6157	23	7177
Connecticut	M	24084	30	19083
Connecticut	M	23317	31	19813
Connecticut	M	23601	32	19757
Connecticut	M	24450	33	20350
Connecticut	M	26077	34	20069
Connecticut	M	27750	35	20443
Connecticut	M	28248	36	22457
Connecticut	M	27441	37	24014
Connecticut	M	28482	38	25458
Connecticut	M	28931	39	24426
Connecticut	M	29536	40	24412
Connecticut	M	28792	41	25467
Connecticut	M	29022	42	26661
Connecticut	M	28167	43	28267
Connecticut	M	27073	44	28616
Connecticut	M	27004	45	27544
Connecticut	M	25882	46	28462
Connecticut	M	24689	47	28723
Connecticut	M	23893	48	29079
Connecticut	M	22969	49	27827
Connecticut	M	22837	50	28441
Connecticut	M	22519	51	27516
Connecticut	M	22800	52	26151
Connecticut	M	24440	53	26020
Connecticut	M	18706	54	24894
Connecticut	M	18077	55	23345
Connecticut	M	18286	56	22437
Connecticut	M	19333	57	21356
Connecticut	M	15938	58	20804
Connecticut	M	14505	59	20014
Connecticut	M	13722	60	19853
Connecticut	M	13211	61	21844
Connecticut	M	12563	62	15964
Connecticut	M	11647	63	15248
Connecticut	M	11542	64	15227
Connecticut	M	11465	65	16237
Connecticut	M	10535	66	13093
Connecticut	M	10492	67	11821
Connecticut	M	10546	68	11118
Connecticut	M	10850	69	10610
Connecticut	M	10656	70	10099
Connecticut	M	10175	71	9320
Connecticut	M	10189	72	9040
Connecticut	M	9782	73	8983
Connecticut	M	9102	74	7966
Connecticut	M	9248	75	7746
Connecticut	M	8696	76	7529
Connecticut	M	8179	77	7719
Connecticut	M	7873	78	7432
Connecticut	M	7288	79	6779
Connecticut	M	6738	80	6593
Connecticut	M	5759	81	6044
Connecticut	M	5607	82	5334
Connecticut	M	4887	83	5322
Connecticut	M	4105	84	4675
Connecticut	M	18192	85	24287
Connecticut	F	21130	0	20758
Connecticut	F	21506	1	20761
Connecticut	F	21451	2	20333
Connecticut	F	22399	3	20844
Connecticut	F	22718	4	20859
Connecticut	F	22917	5	21201
Connecticut	F	23363	6	21062
Connecticut	F	23858	7	21119
Connecticut	F	24050	8	21380
Connecticut	F	24440	9	21793
Connecticut	F	25260	10	21642
Connecticut	F	24011	11	22585
Connecticut	F	23542	12	22974
Connecticut	F	22795	13	23133
Connecticut	F	22738	14	23531
Connecticut	F	22068	15	23987
Connecticut	F	21182	16	24182
Connecticut	F	21317	17	24334
Connecticut	F	20839	18	25882
Connecticut	F	20019	19	23628
Connecticut	F	19937	20	23209
Connecticut	F	19313	21	22880
Connecticut	F	18280	22	21399
Connecticut	F	17989	23	21180
Connecticut	F	17396	24	19929
Connecticut	F	18257	25	21348
Connecticut	F	18168	26	21022
Connecticut	F	19595	27	19358
Connecticut	F	21333	28	19986
Connecticut	F	23437	29	18795
Connecticut	F	25366	30	20303
Connecticut	F	24540	31	19951
Connecticut	F	24772	32	19639
Connecticut	F	25424	33	20469
Connecticut	F	27281	34	19770
Connecticut	F	28861	35	21548
Connecticut	F	29614	36	22983
Connecticut	F	29211	37	24801
Connecticut	F	29780	38	26295
Connecticut	F	30307	39	25639
Connecticut	F	30781	40	25734
Connecticut	F	29772	41	25886
Connecticut	F	29793	42	27847
Connecticut	F	29023	43	29164
Connecticut	F	28413	44	30122
Connecticut	F	27777	45	29388
Connecticut	F	26822	46	29654
Connecticut	F	26099	47	29915
Connecticut	F	24801	48	30444
Connecticut	F	24097	49	29291
Connecticut	F	24518	50	29235
Connecticut	F	23883	51	28309
Connecticut	F	24490	52	27305
Connecticut	F	26457	53	26719
Connecticut	F	19655	54	25423
Connecticut	F	19168	55	24831
Connecticut	F	19428	56	23269
Connecticut	F	20685	57	22464
Connecticut	F	17339	58	22593
Connecticut	F	15242	59	21528
Connecticut	F	15255	60	21934
Connecticut	F	14201	61	24183
Connecticut	F	14162	62	17632
Connecticut	F	13036	63	16906
Connecticut	F	12858	64	16806
Connecticut	F	13174	65	17994
Connecticut	F	12255	66	15077
Connecticut	F	12526	67	13142
Connecticut	F	12486	68	13265
Connecticut	F	12826	69	12313
Connecticut	F	13094	70	12319
Connecticut	F	12685	71	11325
Connecticut	F	12828	72	11233
Connecticut	F	12729	73	11465
Connecticut	F	12510	74	10360
Connecticut	F	12792	75	10476
Connecticut	F	12437	76	10187
Connecticut	F	11875	77	10308
Connecticut	F	11640	78	10364
Connecticut	F	11163	79	9839
Connecticut	F	10922	80	9795
Connecticut	F	9786	81	9406
Connecticut	F	9656	82	9194
Connecticut	F	8555	83	9035
Connecticut	F	7733	84	8339
Connecticut	F	46697	85	54824
Georgia	M	62989	0	76346
Georgia	M	60719	1	77058
Georgia	M	60355	2	75886
Georgia	M	60273	3	75035
Georgia	M	60705	4	74942
Georgia	M	61032	5	73680
Georgia	M	61764	6	73777
Georgia	M	63176	7	75620
Georgia	M	62900	8	71390
Georgia	M	64711	9	69130
Georgia	M	66866	10	68585
Georgia	M	63483	11	68595
Georgia	M	62128	12	69274
Georgia	M	60570	13	69395
Georgia	M	61044	14	70105
Georgia	M	61549	15	71586
Georgia	M	60161	16	70764
Georgia	M	61155	17	71803
Georgia	M	61190	18	70544
Georgia	M	60880	19	65318
Georgia	M	61391	20	63195
Georgia	M	58299	21	62554
Georgia	M	57178	22	65108
Georgia	M	57304	23	65603
Georgia	M	57328	24	65945
Georgia	M	60020	25	67163
Georgia	M	59027	26	68248
Georgia	M	61421	27	71563
Georgia	M	64530	28	72796
Georgia	M	68305	29	69652
Georgia	M	68995	30	65846
Georgia	M	63887	31	65790
Georgia	M	62656	32	65119
Georgia	M	62793	33	65793
Georgia	M	64822	34	65755
Georgia	M	69219	35	68087
Georgia	M	69518	36	71457
Georgia	M	67225	37	74979
Georgia	M	67120	38	76146
Georgia	M	67084	39	70027
Georgia	M	68090	40	68157
Georgia	M	64989	41	68928
Georgia	M	64159	42	70494
Georgia	M	63371	43	74512
Georgia	M	60640	44	74481
Georgia	M	60634	45	72516
Georgia	M	58117	46	71112
Georgia	M	55517	47	71210
Georgia	M	53423	48	71178
Georgia	M	52225	49	67982
Georgia	M	53303	50	66565
Georgia	M	51694	51	65712
Georgia	M	51624	52	62729
Georgia	M	53168	53	61720
Georgia	M	39700	54	59099
Georgia	M	39443	55	55770
Georgia	M	38643	56	53813
Georgia	M	39488	57	51842
Georgia	M	34435	58	52753
Georgia	M	32007	59	50553
Georgia	M	30907	60	50258
Georgia	M	28160	61	51940
Georgia	M	27216	62	37890
Georgia	M	25651	63	37476
Georgia	M	24777	64	36235
Georgia	M	24241	65	36802
Rhode Island	M	5778	24	6614
Rhode Island	M	5990	25	7221
Rhode Island	M	5794	26	6311
Rhode Island	M	6049	27	7167
Rhode Island	M	6429	28	6645
Rhode Island	M	6798	29	5741
Rhode Island	M	7323	30	6831
Rhode Island	M	6983	31	5953
Rhode Island	M	7243	32	5937
Rhode Island	M	7107	33	6042
Rhode Island	M	7664	34	5866
Rhode Island	M	8052	35	6134
Rhode Island	M	8213	36	6669
Rhode Island	M	8061	37	6853
Rhode Island	M	8362	38	7354
Rhode Island	M	8375	39	6734
Rhode Island	M	8416	40	7248
Rhode Island	M	8285	41	6955
Rhode Island	M	8393	42	7569
Rhode Island	M	8083	43	7888
Rhode Island	M	7997	44	7890
Rhode Island	M	8073	45	7952
Rhode Island	M	7549	46	8020
Rhode Island	M	7252	47	8126
Rhode Island	M	7057	48	8157
Rhode Island	M	6851	49	7827
Rhode Island	M	7024	50	8109
Rhode Island	M	6739	51	7591
Rhode Island	M	6594	52	7552
Rhode Island	M	7262	53	7580
Rhode Island	M	5312	54	7260
Rhode Island	M	5224	55	6870
Rhode Island	M	5038	56	6496
Rhode Island	M	5398	57	6375
Rhode Island	M	4511	58	6416
Rhode Island	M	4010	59	6133
Rhode Island	M	4007	60	5978
Rhode Island	M	3824	61	6543
Rhode Island	M	3734	62	4721
Rhode Island	M	3446	63	4581
Rhode Island	M	3386	64	4322
Rhode Island	M	3433	65	4639
Rhode Island	M	3241	66	3789
Rhode Island	M	3232	67	3338
Rhode Island	M	3082	68	3275
Rhode Island	M	3361	69	3089
Rhode Island	M	3193	70	3029
Rhode Island	M	3231	71	2715
Rhode Island	M	3314	72	2699
Rhode Island	M	3229	73	2690
Rhode Island	M	3150	74	2442
Rhode Island	M	3053	75	2382
Rhode Island	M	2847	76	2215
Rhode Island	M	2721	77	2385
Rhode Island	M	2587	78	2165
Rhode Island	M	2443	79	2113
Rhode Island	M	2156	80	2037
Rhode Island	M	1854	81	1984
Rhode Island	M	1772	82	1776
Rhode Island	M	1437	83	1670
Rhode Island	M	1248	84	1467
Rhode Island	M	5500	85	7775
Rhode Island	F	6090	0	6149
Rhode Island	F	6297	1	5974
Rhode Island	F	6229	2	5856
Rhode Island	F	6282	3	5738
Rhode Island	F	6430	4	6091
Rhode Island	F	6752	5	5896
Rhode Island	F	6835	6	5741
Rhode Island	F	6978	7	5787
Rhode Island	F	7047	8	5884
Rhode Island	F	7273	9	6115
Rhode Island	F	7506	10	6039
Rhode Island	F	6937	11	6126
Rhode Island	F	6990	12	6204
Rhode Island	F	6794	13	6555
Rhode Island	F	6537	14	6662
Rhode Island	F	6708	15	6827
Rhode Island	F	6499	16	6862
Rhode Island	F	6603	17	7065
Rhode Island	F	8114	18	9162
Rhode Island	F	9361	19	9453
Rhode Island	F	8797	20	8735
Rhode Island	F	8339	21	8631
Rhode Island	F	7013	22	7324
Rhode Island	F	6275	23	7045
Rhode Island	F	5932	24	6568
Rhode Island	F	6051	25	6938
Rhode Island	F	6139	26	6494
Rhode Island	F	6179	27	6216
Rhode Island	F	6889	28	7010
Rhode Island	F	7398	29	6481
Rhode Island	F	7848	30	6688
Rhode Island	F	7575	31	6132
Rhode Island	F	7561	32	6210
Rhode Island	F	7749	33	6034
Rhode Island	F	7988	34	6326
Rhode Island	F	8540	35	6181
Rhode Island	F	8612	36	6849
Rhode Island	F	8600	37	7413
Rhode Island	F	8734	38	7680
Rhode Island	F	8862	39	7704
Rhode Island	F	8873	40	7322
Rhode Island	F	8902	41	7601
Rhode Island	F	8769	42	7679
Rhode Island	F	8695	43	8398
Rhode Island	F	8331	44	8363
Rhode Island	F	8535	45	8266
Rhode Island	F	7985	46	8408
Rhode Island	F	7734	47	8582
Rhode Island	F	7544	48	8474
Rhode Island	F	7144	49	8670
Rhode Island	F	7106	50	8533
Rhode Island	F	6922	51	8187
Rhode Island	F	6996	52	7975
Rhode Island	F	7586	53	8123
Rhode Island	F	5513	54	7692
Rhode Island	F	5471	55	7366
Rhode Island	F	5406	56	7242
Rhode Island	F	5818	57	6639
Rhode Island	F	4887	58	6517
Rhode Island	F	4546	59	6422
Rhode Island	F	4414	60	6429
Rhode Island	F	4139	61	7040
Rhode Island	F	4227	62	5075
Rhode Island	F	4027	63	4900
Rhode Island	F	3999	64	4791
Rhode Island	F	3941	65	5285
Rhode Island	F	3690	66	4332
Rhode Island	F	3975	67	4018
Rhode Island	F	3833	68	3892
Rhode Island	F	4085	69	3623
Rhode Island	F	4259	70	3657
Rhode Island	F	4169	71	3473
Rhode Island	F	4353	72	3484
Rhode Island	F	4353	73	3403
Rhode Island	F	4297	74	3107
Rhode Island	F	4356	75	3322
Rhode Island	F	4164	76	3127
Rhode Island	F	4124	77	3276
Rhode Island	F	4026	78	3371
Rhode Island	F	3757	79	3170
Rhode Island	F	3539	80	3285
Rhode Island	F	3245	81	3151
Rhode Island	F	3202	82	3040
Rhode Island	F	2832	83	2990
Rhode Island	F	2611	84	2740
Rhode Island	F	15590	85	18226
South Carolina	M	27869	0	31229
South Carolina	M	26890	1	32115
South Carolina	M	27298	2	31260
South Carolina	M	26782	3	30390
South Carolina	M	26942	4	30133
South Carolina	M	27728	5	29450
South Carolina	M	27895	6	29840
South Carolina	M	29079	7	30199
South Carolina	M	29535	8	29898
South Carolina	M	30942	9	28788
South Carolina	M	31664	10	29321
South Carolina	M	30364	11	28947
South Carolina	M	28978	12	29061
South Carolina	M	28956	13	29898
South Carolina	M	28810	14	29976
South Carolina	M	29317	15	31115
South Carolina	M	28679	16	31252
South Carolina	M	28790	17	32480
South Carolina	M	29176	18	32824
South Carolina	M	29729	19	31139
South Carolina	M	29449	20	29422
South Carolina	M	27988	21	29884
South Carolina	M	26552	22	29395
South Carolina	M	26096	23	29299
South Carolina	M	24190	24	29018
South Carolina	M	25675	25	28903
South Carolina	M	25378	26	28321
South Carolina	M	25900	27	29390
South Carolina	M	26954	28	29948
South Carolina	M	28309	29	28278
South Carolina	M	28935	30	27300
South Carolina	M	27247	31	27910
South Carolina	M	26656	32	25654
South Carolina	M	26373	33	27236
South Carolina	M	27527	34	26937
South Carolina	M	29854	35	27791
South Carolina	M	30720	36	29183
South Carolina	M	29823	37	30541
South Carolina	M	29866	38	30378
South Carolina	M	30180	39	28770
South Carolina	M	31046	40	28316
South Carolina	M	29857	41	27809
South Carolina	M	30272	42	29171
South Carolina	M	30125	43	31280
South Carolina	M	28787	44	32195
South Carolina	M	29690	45	31328
South Carolina	M	28446	46	31242
South Carolina	M	27593	47	31485
South Carolina	M	26970	48	32262
Alaska	M	4934	0	5674
Alaska	M	4785	1	5498
Alaska	M	4774	2	5287
Alaska	M	4899	3	5110
Alaska	M	4966	4	4992
Alaska	M	5122	5	4989
Alaska	M	5158	6	4871
Alaska	M	5471	7	5133
Alaska	M	5707	8	4917
Alaska	M	5866	9	4815
Alaska	M	5986	10	4716
Alaska	M	5778	11	4871
Alaska	M	5706	12	4860
Alaska	M	5736	13	5045
Alaska	M	5887	14	4997
Alaska	M	5790	15	5285
Alaska	M	5579	16	5539
Alaska	M	5642	17	5799
Alaska	M	4806	18	5372
Alaska	M	3817	19	4418
Alaska	M	3592	20	4419
Alaska	M	3349	21	4768
Alaska	M	3344	22	5230
Alaska	M	3353	23	5402
Alaska	M	3325	24	5626
Alaska	M	3611	25	5823
Alaska	M	3361	26	5581
Alaska	M	3683	27	5387
Alaska	M	3714	28	5331
Alaska	M	4016	29	4652
Alaska	M	4475	30	4651
Alaska	M	4094	31	4264
Alaska	M	4044	32	4358
Alaska	M	4192	33	4254
Alaska	M	4449	34	4154
Alaska	M	4807	35	4296
Alaska	M	5111	36	4568
Alaska	M	5076	37	4298
Alaska	M	5247	38	4775
Alaska	M	5521	39	4405
Alaska	M	5725	40	4349
Alaska	M	5475	41	4235
Alaska	M	5835	42	4609
Alaska	M	5912	43	4710
Alaska	M	5770	44	5173
Alaska	M	5865	45	4982
Alaska	M	5792	46	5283
Alaska	M	5656	47	5261
Alaska	M	5286	48	5690
Alaska	M	5154	49	5270
Alaska	M	5253	50	5612
Alaska	M	4750	51	5606
Alaska	M	4452	52	5362
Alaska	M	4643	53	5464
Alaska	M	3299	54	5309
Alaska	M	3347	55	5220
Alaska	M	3151	56	4852
Alaska	M	3105	57	4565
Alaska	M	2673	58	4586
Alaska	M	2473	59	4165
Alaska	M	2223	60	3828
Alaska	M	1945	61	4110
Alaska	M	1880	62	2713
Alaska	M	1671	63	2834
Alaska	M	1520	64	2466
Alaska	M	1535	65	2526
Alaska	M	1349	66	2098
Alaska	M	1223	67	1965
Alaska	M	1166	68	1750
Alaska	M	1150	69	1487
Alaska	M	1183	70	1457
Alaska	M	1053	71	1284
Alaska	M	995	72	1134
Alaska	M	883	73	1162
Alaska	M	799	74	1011
Alaska	M	745	75	869
Alaska	M	686	76	814
Alaska	M	644	77	785
Alaska	M	559	78	838
Alaska	M	470	79	681
Alaska	M	441	80	648
Alaska	M	350	81	568
Alaska	M	310	82	469
Alaska	M	236	83	424
Alaska	M	217	84	391
Alaska	M	923	85	1748
Alaska	F	4509	0	5453
Alaska	F	4602	1	5387
Alaska	F	4647	2	4916
Alaska	F	4547	3	4874
Alaska	F	4838	4	4892
Alaska	F	4877	5	4665
Alaska	F	5031	6	4745
Alaska	F	5095	7	4687
Alaska	F	5390	8	4397
Alaska	F	5671	9	4432
Alaska	F	5721	10	4624
Alaska	F	5486	11	4426
Alaska	F	5565	12	4696
Alaska	F	5398	13	4751
Alaska	F	5447	14	4930
Alaska	F	5465	15	4953
Alaska	F	5090	16	5121
Alaska	F	5155	17	5522
Alaska	F	4155	18	4797
Alaska	F	3688	19	3730
Alaska	F	3700	20	3940
Alaska	F	3476	21	4004
